# border flatness vs border COLOUR flatness, every png on origin/farm-results-rtx5090
# 2026-08-16. Columns: lum_flat | colour_flat | path
#   lum_flat    fraction of the outer 8% band within +/-8 autocontrast luminance levels of the band median  (THE LIVE RULE: >=0.62 blocks)
#   colour_flat fraction of the SAME band within +/-6 RGB levels of the band's median COLOUR, no autocontrast (reported only, decides nothing)
# Cover-cropped to 704x1280 exactly as the box crops, i.e. what LTX sees. n=2510, 0 unreadable.
#
# WHY THE STATISTIC WAS NOT SWAPPED. Deciding on colour_flat>=0.62 instead flips 36 rows,
# every one of them BLOCK->PASS and none the other way. Those 36 are 22 distinct pictures.
# All 22 were opened on a contact sheet and labelled by eye; 14 are real character cards
# or costume turnarounds and must stay blocked, so the swap was rejected:
#
#  lum   colour  verdict  path -- what is actually in the picture
#  0.931 0.519  CARD   farm-out/ep2-b10-patrol-scene-0813/10-no-form-ipa-r0-w010-s1.png -- one figure, clipboard, blank pale ground, no location
#  0.812 0.407  MACRO  farm-out/ep2-b18-figlit-0814/18-the-decision-ipa-r0-w015-s3.png -- hand holding a sprouting fruit on a pink gradient -- no world
#  0.776 0.002  MACRO  farm-out/ep2-b01-figlit-0814/01-cold-open-ipa-r3-w015-s1.png -- leaf spray on cream paper -- no world
#  0.776 0.316  CARD   farm-out/ep2-b09-scene-0814/09-the-pause-ipa-r3-w015-s3.png -- head-and-shoulders portrait, token grass, no location
#  0.744 0.616  CARD   farm-out/ep2-b14-adultplate-0813/14-the-defense-ipa-r3-w015-s1.png -- goblin costume card, faint green wash, a few leaves
#  0.740 0.461  SCENE  farm-out/ep2-b06-conf-0814/b05-init-704x1280.png -- THE BLOCKED PLATE: field, hedge, flowers, two guards
#  0.717 0.288  CARD   farm-out/ep2-b04-stdviews-s6-0815/04-the-footnote-ipa-r0-w015-s6.png -- goblin costume card on a pale gradient, small grass patch
#  0.696 0.167  CARD   farm-out/ep2-b10-patrol-scene-r2-0813/10-no-form-ipa-r0-w020-s0.png -- one figure, blank pale ground
#  0.686 0.395  SCENE  farm-out/ep2-goblin-staged/10-no-form-wave1-s3.png -- dark staged shot, two figures, rim light
#  0.685 0.573  CARD   farm-out/ep2-b05-guardpick-0814/05-the-patrol-ipa-r1-w015-s2.png -- single figure from behind on a pale ground, token bushes
#  0.685 0.608  SHEET  farm-out/ep2-guard-sheet-b-r2-0814/06-the-clipboard-wave1-s0.png -- TWO-VIEW TURNAROUND, front and back of one character, blank ground
#  0.682 0.102  MACRO  farm-out/ep2-b18-figleaf3-0814/18-the-decision-ipa-r2-w015-s3.png -- hand and stem on a warm gradient -- no world
#  0.673 0.256  SHEET  farm-out/ep2-b11-guardpick-0814/11-they-leave-ipa-r3-w015-s3.png -- TWO-VIEW TURNAROUND, front and back, blank ground
#  0.673 0.376  CARD   farm-out/ep2-b11-guardpick-0814/11-they-leave-ipa-r0-w015-s2.png -- one figure, hands out, blank pale ground
#  0.668 0.564  MACRO  farm-out/ep2-b01-figleaf-0814/01-cold-open-ipa-r3-w015-s1.png -- single fruit, no world
#  0.659 0.564  CARD   farm-out/ep2-b19-ipa-wedge-0812/19-the-drop-ipa-r0-w010-s2.png -- goblin costume card, pale ground
#  0.653 0.230  CARD   farm-out/ep2-b04-knob-scale-0813/04-the-footnote-ipa-r0-w015-c080-s3.png -- goblin costume card, pale ground
#  0.651 0.620  SHEET  farm-out/ep2-charref-goblin-r2-0812/04-the-footnote-wave1-s1.png -- TWO-VIEW goblin turnaround, blank ground
#  0.651 0.617  MACRO  farm-out/ep2-b01-figfruit-0814/01-cold-open-ipa-r3-w015-s0.png -- hand holding berries on a mauve gradient -- no world
#  0.633 0.614  CARD   farm-out/ep2-b02-adult-b-0813/02-the-sprint-ipa-r0-w015-s0.png -- one figure, blank pale ground, thought bubble
#  0.630 0.594  CARD   farm-out/ep2-b09-guardpick-0814/09-the-pause-ipa-r3-w015-s0.png -- goblin costume card, blank ground
#  0.621 0.008  SCENE  farm-out/ep2-b06-guardpick-0814/06-the-clipboard-ipa-r1-w015-s1.png -- figure from behind, sky over grass, hedge
#
# VERDICT KEY: CARD/SHEET = must stay blocked (14 of 22). SCENE = a place is depicted (3).
# MACRO = no character card but no world either; the guard passes these anyway today (5).
#
1.0000	1.0000	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s1-leaf-mask.png
0.1537	0.0717	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s1-leaf.png
1.0000	1.0000	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s1-mask.png
0.1537	0.0717	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s1.png
1.0000	1.0000	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s2-leaf-mask.png
0.1386	0.0508	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s2-leaf.png
1.0000	1.0000	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s2-mask.png
0.1386	0.0508	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s2.png
0.1323	0.0566	farm-out/ep2-b01-brightbase-figmatte/01-cold-open-bright-i35b-s0.png
0.1537	0.0717	farm-out/ep2-b01-brightbase-figmatte/01-cold-open-bright-i35b-s1.png
0.1386	0.0508	farm-out/ep2-b01-brightbase-figmatte/01-cold-open-bright-i35b-s2.png
0.1510	0.0582	farm-out/ep2-b01-brightbase-figmatte/01-cold-open-bright-i35b-s3.png
1.0000	1.0000	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s0-leaf-mask.png
0.1323	0.0566	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s0-leaf.png
1.0000	1.0000	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s0-mask.png
0.1323	0.0566	farm-out/ep2-b01-brightbase-figmatte/b01-bright-s0.png
0.1196	0.0184	farm-out/b06-r6r7-recovered/06-too-blue-r6a-s0.png
0.1042	0.0008	farm-out/b06-r6r7-recovered/06-too-blue-r6a-s1.png
0.0733	0.0004	farm-out/b06-r6r7-recovered/06-too-blue-r6a-s2.png
0.1078	0.0065	farm-out/b06-r6r7-recovered/06-too-blue-r6a-s3.png
0.1664	0.0601	farm-out/b06-r6r7-recovered/06-too-blue-r6b-s0.png
0.0802	0.0175	farm-out/b06-r6r7-recovered/06-too-blue-r6b-s1.png
0.1459	0.0432	farm-out/b06-r6r7-recovered/06-too-blue-r6b-s2.png
0.1113	0.0549	farm-out/b06-r6r7-recovered/06-too-blue-r6b-s3.png
0.1210	0.0280	farm-out/ep1-b06-r8b-sky-k12/06-too-blue-r8b-k12-s0.png
0.0976	0.0235	farm-out/ep1-b06-r8b-sky-k12/06-too-blue-r8b-k12-s1.png
0.1136	0.0344	farm-out/ep1-b06-r8b-sky-k12/06-too-blue-r8b-k12-s2.png
0.1740	0.0006	farm-out/ep1-b06-r8b-sky-k12/06-too-blue-r8b-k12-s3.png
0.2408	0.1000	farm-out/ep1-b06-r8b-sky-k16/06-too-blue-r8b-k16-s0.png
0.1057	0.0371	farm-out/ep1-b06-r8b-sky-k16/06-too-blue-r8b-k16-s1.png
0.1826	0.0566	farm-out/ep1-b06-r8b-sky-k16/06-too-blue-r8b-k16-s2.png
0.0802	0.0033	farm-out/ep1-b06-r8b-sky-k16/06-too-blue-r8b-k16-s3.png
0.0672	0.0002	farm-out/b06-r6r7-recovered/06-too-blue-r7a-s0.png
0.0848	0.0002	farm-out/b06-r6r7-recovered/06-too-blue-r7a-s1.png
0.0415	0.0001	farm-out/b06-r6r7-recovered/06-too-blue-r7a-s2.png
0.1079	0.0066	farm-out/b06-r6r7-recovered/06-too-blue-r7a-s3.png
0.1370	0.0520	farm-out/b06-r6r7-recovered/06-too-blue-r7b-s0.png
0.0667	0.0088	farm-out/b06-r6r7-recovered/06-too-blue-r7b-s1.png
0.2072	0.0809	farm-out/b06-r6r7-recovered/06-too-blue-r7b-s2.png
0.1194	0.0583	farm-out/b06-r6r7-recovered/06-too-blue-r7b-s3.png
0.0942	0.0153	farm-out/ep1-b06-r8b-sky-k8/06-too-blue-r8b-k8-s0.png
0.0871	0.0005	farm-out/ep1-b06-r8b-sky-k8/06-too-blue-r8b-k8-s1.png
0.0904	0.0513	farm-out/ep1-b06-r8b-sky-k8/06-too-blue-r8b-k8-s2.png
0.1182	0.0459	farm-out/ep1-b06-r8b-sky-k8/06-too-blue-r8b-k8-s3.png
0.1657	0.0552	farm-out/ep1-b06-r8c-clear1/06-too-blue-r8c-step1-s0.png
0.0913	0.0152	farm-out/ep1-b06-r8c-clear1/06-too-blue-r8c-step1-s1.png
0.1420	0.0681	farm-out/ep1-b06-r8c-clear2/06-too-blue-r8c-step2-s0.png
0.0807	0.0231	farm-out/ep1-b06-r8c-clear2/06-too-blue-r8c-step2-s1.png
0.2806	0.1158	farm-out/ep1-b06-r8c-clear3/06-too-blue-r8c-step3-s0.png
0.1923	0.0002	farm-out/ep1-b06-r8c-clear3/06-too-blue-r8c-step3-s1.png
0.1707	0.1082	farm-out/ep1-b06-r8c-clear4/06-too-blue-r8c-step4-s0.png
0.2255	0.0034	farm-out/ep1-b06-r8c-clear4/06-too-blue-r8c-step4-s1.png
